,st_KMeans,st_HDBSCAN,st_Agglomerative,ts_KMeans,ts_HDBSCAN,ts_Agglomerative,mm_KMeans,mm_HDBSCAN,mm_Agglomerative,lf_KMeans,lf_HDBSCAN,lf_Agglomerative
3375,14,0,2,13,26,10,14,0,8,0,2,2
3376,4,1,0,16,-1,83,2,3,4,6,-1,0
3377,11,0,1,9,6,76,7,13,33,15,-1,1
3378,3,0,1,1,2,4,1,4,20,5,0,1
3379,5,-1,0,1,3,53,2,3,4,6,-1,0
3380,1,1,0,19,-1,68,12,8,26,14,0,0
3381,4,1,0,3,5,95,2,3,4,13,0,0
3382,6,0,1,5,-1,55,7,13,24,7,1,1
3383,4,1,0,7,-1,75,8,2,6,4,-1,0
3384,4,1,0,5,13,14,8,5,11,4,-1,0
3385,4,1,0,4,-1,16,8,5,11,4,-1,0
3386,15,1,0,9,4,90,13,12,10,16,0,0
3387,3,0,1,3,5,95,1,4,20,5,0,1
3388,16,-1,0,12,23,11,12,9,22,1,-1,0
3389,5,1,0,8,20,60,2,3,4,6,-1,0
3390,10,-1,2,18,17,22,5,1,5,3,-1,2
3391,4,1,0,11,7,85,2,3,4,13,0,0
3392,0,0,1,1,-1,62,7,13,33,12,-1,1
3393,15,-1,0,15,0,39,13,12,10,16,-1,0
3394,8,0,1,13,12,21,11,11,2,9,-1,1
3395,4,1,0,12,23,11,8,5,11,4,-1,0
3396,7,0,2,10,-1,43,9,1,18,17,-1,2
3397,14,0,2,20,-1,12,3,0,29,0,2,2
3398,14,0,2,3,5,95,14,0,9,0,-1,2
3399,3,0,1,17,-1,65,1,4,20,5,0,1
3400,14,0,2,8,20,60,14,0,8,0,2,2
3401,0,0,1,1,2,4,1,4,20,12,0,1
3402,13,0,1,1,3,53,11,11,21,9,0,1
3403,4,1,0,8,19,89,2,3,4,13,0,0
3404,12,1,0,10,18,87,6,10,14,4,-1,0
3405,1,1,0,11,9,2,8,2,6,14,-1,0
3406,4,1,0,8,19,89,8,2,6,4,0,0
3407,1,1,0,8,20,28,6,2,32,14,0,0
3408,2,0,2,19,-1,86,9,1,18,11,-1,2
3409,3,0,1,15,1,50,10,4,1,5,-1,1
3410,6,0,1,15,1,50,0,7,13,7,-1,1
3411,15,1,0,3,5,95,13,6,3,16,0,0
3412,9,-1,0,7,-1,67,13,6,3,1,-1,0
3413,1,1,0,18,17,81,6,2,32,4,0,0
3414,9,1,0,2,24,27,12,9,22,1,-1,0
3415,1,1,0,5,13,14,8,5,11,4,-1,0
3416,1,1,0,5,13,7,6,2,32,14,0,0
3417,16,1,0,17,26,58,12,9,22,1,-1,0
3418,14,0,2,4,11,96,3,8,19,0,2,2
3419,5,1,0,1,2,4,2,3,4,6,0,0
3420,6,0,1,19,16,46,7,13,33,7,-1,1
3421,8,-1,1,11,6,1,11,11,2,9,-1,1
3422,3,0,1,15,0,39,1,4,27,5,0,1
3423,15,1,0,13,21,69,13,12,10,16,0,0
3424,15,1,0,16,-1,83,13,12,10,16,0,0
3425,10,-1,2,16,21,59,3,8,19,3,-1,2
3426,15,1,0,16,21,54,13,12,10,16,-1,0
3427,13,-1,1,8,-1,35,11,11,21,2,-1,1
3428,13,0,1,2,25,27,11,11,2,2,-1,1
3429,15,1,0,15,1,50,13,12,10,16,0,0
3430,1,1,0,20,10,88,12,9,22,14,-1,0
3431,11,-1,1,2,25,15,0,13,24,15,-1,1
3432,2,0,2,13,12,21,9,1,36,11,2,2
3433,1,1,0,12,22,20,12,8,19,14,-1,0
3434,2,0,2,14,14,5,9,1,18,11,2,2
3435,12,1,0,5,-1,55,6,10,14,19,-1,0
3436,6,0,1,9,4,90,0,7,13,7,-1,1
3437,13,0,1,9,0,3,11,11,2,2,0,1
3438,1,1,0,10,18,43,8,2,6,4,0,0
3439,15,1,0,15,1,50,13,6,3,16,-1,0
3440,4,1,0,16,21,59,2,3,4,4,0,0
3441,5,-1,0,3,5,95,2,3,4,6,-1,0
3442,0,0,2,6,22,61,0,7,13,18,-1,2
3443,2,0,2,0,-1,77,9,1,16,11,2,2
3444,4,1,0,0,16,84,8,2,6,4,0,0
3445,3,0,1,9,6,76,1,4,7,5,0,1
3446,10,-1,2,12,23,91,9,1,16,18,-1,2
3447,0,-1,1,14,-1,5,11,11,21,12,-1,1
3448,16,1,0,15,1,50,13,12,10,19,0,0
3449,9,1,0,4,11,31,12,9,22,10,-1,0
3450,14,0,2,13,12,21,14,0,8,0,2,2
3451,1,1,0,8,20,97,2,3,4,14,-1,0
3452,16,-1,0,6,22,20,13,6,3,1,-1,0
3453,11,-1,1,17,-1,9,4,13,24,15,-1,1
3454,7,-1,2,6,22,61,14,0,9,17,-1,2
3455,0,-1,1,6,22,49,4,-1,17,12,-1,1
3456,12,1,0,5,-1,55,13,12,10,8,0,0
3457,6,0,1,8,20,97,11,-1,39,7,-1,1
3458,14,0,2,4,11,13,14,0,8,0,2,2
3459,3,0,1,11,9,2,1,4,7,5,0,1
3460,3,0,1,8,19,89,6,2,32,5,1,1
3461,4,1,0,8,20,60,2,3,4,13,0,0
3462,4,1,0,13,12,36,2,3,4,13,0,0
3463,13,0,1,0,16,45,11,11,2,2,0,1
3464,0,-1,1,14,14,5,7,13,34,12,-1,1
3465,3,0,1,20,-1,19,1,4,20,5,0,1
3466,4,1,0,15,0,39,2,3,4,13,0,0
3467,3,0,2,20,-1,33,8,2,6,5,-1,2
3468,2,0,2,5,-1,14,5,7,12,11,2,2
3469,0,0,1,16,21,59,4,-1,25,12,-1,1
3470,13,0,1,1,2,4,11,11,21,9,0,1
3471,7,0,2,4,11,29,9,1,16,17,-1,2
3472,1,1,0,19,20,6,8,5,11,14,-1,0
3473,14,0,2,14,15,79,3,8,31,0,2,2
3474,14,0,2,13,26,10,3,8,38,0,2,2
3475,2,0,2,0,16,45,5,1,30,11,-1,2
3476,3,0,1,11,7,85,1,4,7,5,0,1
3477,3,0,1,8,20,97,10,4,1,5,0,1
3478,7,-1,2,2,-1,64,3,8,38,17,-1,2
3479,4,1,0,20,-1,33,8,2,6,4,0,0
3480,4,1,0,14,-1,5,2,3,4,13,0,0
3481,16,1,0,14,15,79,12,9,22,1,-1,0
3482,14,0,2,14,-1,12,14,0,9,0,2,2
3483,4,1,0,15,1,50,2,3,4,13,0,0
3484,7,0,2,13,12,21,14,0,8,17,-1,2
3485,3,0,1,4,11,18,10,4,1,5,0,1
3486,13,0,1,13,12,21,11,11,21,2,0,1
3487,0,0,1,9,4,90,7,13,33,12,-1,1
3488,13,0,1,0,-1,56,11,11,21,2,0,1
3489,5,1,0,20,-1,33,6,2,32,6,-1,0
3490,1,1,0,19,-1,74,13,12,10,14,-1,0
3491,12,1,0,8,-1,99,13,12,10,8,-1,0
3492,3,0,1,0,16,45,1,4,20,5,0,1
3493,4,1,0,16,21,59,2,3,4,13,0,0
3494,13,0,1,1,2,4,11,11,2,2,0,1
3495,3,0,1,11,7,85,10,4,1,5,0,1
3496,15,1,0,3,5,95,13,12,10,16,0,0
3497,11,-1,1,6,22,61,0,7,13,18,-1,1
3498,5,-1,0,1,3,4,12,8,26,1,-1,0
3499,3,0,1,7,-1,8,8,2,32,5,-1,1
3500,7,0,2,4,11,78,14,0,9,17,-1,2
3501,6,0,1,19,-1,44,4,-1,24,7,-1,1
3502,3,0,1,6,22,98,1,4,20,5,0,1
3503,4,1,0,1,2,4,8,5,11,13,-1,0
3504,8,0,1,20,-1,19,10,4,1,9,0,1
3505,6,0,1,0,16,45,4,-1,25,7,2,1
3506,4,1,0,9,0,3,2,3,4,13,0,0
3507,5,1,0,6,22,20,8,5,11,6,-1,0
3508,7,0,2,12,23,11,9,1,18,17,-1,2
3509,3,0,1,1,3,4,1,4,27,5,0,1
3510,4,1,0,2,25,27,8,5,11,4,0,0
3511,4,1,0,11,6,1,2,3,4,13,0,0
3512,3,0,1,11,9,2,10,4,1,5,0,1
3513,6,0,1,2,-1,64,7,13,24,7,-1,1
3514,4,1,0,0,-1,0,2,3,4,13,0,0
3515,13,0,1,0,-1,77,11,11,2,2,0,1
3516,7,0,2,4,11,31,9,1,18,17,-1,2
3517,5,1,0,18,17,22,8,5,11,6,-1,0
3518,2,0,2,5,-1,14,9,1,18,11,2,2
3519,4,1,0,10,-1,43,8,5,11,4,0,0
3520,14,1,0,0,-1,77,12,9,22,11,-1,0
3521,4,1,0,3,-1,24,2,3,4,13,-1,0
3522,4,1,0,11,7,85,2,3,4,13,0,0
3523,16,-1,0,15,1,50,13,12,10,19,-1,0
3524,6,0,1,17,-1,48,7,13,15,7,-1,1
3525,9,1,0,2,25,15,12,9,22,10,-1,0
3526,1,1,0,17,26,58,6,10,14,14,-1,0
3527,5,1,0,1,3,53,2,3,4,6,0,0
3528,4,1,0,16,21,54,2,3,4,13,0,0
3529,14,0,2,2,25,9,14,0,9,0,2,2
3530,2,0,1,13,12,21,0,7,13,18,-1,1
3531,10,-1,2,17,26,58,14,0,8,3,-1,2
3532,1,1,0,18,17,22,6,10,14,14,-1,0
3533,2,0,2,5,13,14,9,1,18,11,-1,2
3534,3,0,1,7,-1,51,1,4,20,5,-1,1
3535,10,-1,2,16,24,30,12,5,11,3,-1,2
3536,12,1,0,8,20,97,13,12,10,8,0,0
3537,3,0,1,20,10,33,6,2,32,5,-1,1
3538,10,-1,2,12,11,29,5,1,5,3,-1,2
3539,15,1,0,7,-1,51,13,12,10,16,0,0
3540,12,1,0,11,9,2,6,10,14,8,0,0
3541,15,1,0,14,14,5,13,12,10,16,0,0
3542,1,1,0,13,12,36,8,5,11,4,0,0
3543,9,1,0,4,11,13,12,9,22,10,-1,0
3544,12,1,0,9,4,90,6,10,14,8,0,0
3545,2,0,2,19,16,6,0,7,13,11,2,1
3546,10,-1,2,17,-1,48,5,1,30,18,-1,2
3547,3,0,1,11,6,1,1,4,7,5,0,1
3548,4,1,0,6,-1,16,2,3,4,13,-1,0
3549,13,0,1,15,-1,62,11,11,2,2,-1,1
3550,14,0,2,0,16,45,8,2,0,0,2,2
3551,4,1,0,11,7,85,8,2,6,13,0,0
3552,14,0,2,10,18,43,3,0,29,0,2,2
3553,4,1,0,14,10,23,2,3,4,13,-1,0
3554,5,-1,0,4,11,31,2,3,4,6,-1,0
3555,16,1,0,5,-1,9,13,12,10,19,-1,0
3556,1,1,0,5,13,14,6,2,32,4,0,0
3557,6,0,1,16,21,8,7,13,33,7,1,1
3558,13,0,1,3,5,95,11,11,21,2,0,1
3559,9,1,0,19,-1,44,12,9,22,10,-1,0
3560,13,0,1,1,2,4,11,11,2,2,0,1
3561,14,0,2,18,-1,22,14,0,9,0,-1,2
3562,4,1,0,4,10,96,8,5,11,4,-1,0
3563,15,1,0,8,19,89,13,12,10,16,0,0
3564,4,1,0,8,20,86,8,5,11,4,0,0
3565,2,-1,2,12,22,20,9,1,36,11,-1,2
3566,14,0,2,4,11,29,14,0,9,0,-1,2
3567,4,1,0,18,17,22,8,2,6,4,0,0
3568,9,-1,0,18,-1,22,12,8,26,1,-1,0
3569,2,0,2,5,26,9,9,1,16,11,-1,2
3570,4,1,0,14,-1,68,8,5,11,4,0,0
3571,4,1,0,10,18,43,8,5,11,4,0,0
3572,9,1,0,3,5,95,13,6,3,10,-1,0
3573,13,0,1,8,20,60,11,11,2,2,1,1
3574,0,0,1,14,15,79,7,13,33,12,-1,1
3575,14,0,2,0,16,45,14,0,9,0,2,2
3576,4,1,0,19,16,6,8,5,11,4,0,0
3577,6,0,1,11,-1,2,7,13,33,7,1,1
3578,10,-1,2,12,23,11,9,1,16,3,-1,2
3579,4,1,0,4,11,31,8,2,6,4,0,0
3580,14,0,2,0,16,0,10,2,0,0,2,2
3581,2,0,2,0,-1,84,9,1,16,11,2,2
3582,4,1,0,8,20,97,2,3,4,13,0,0
3583,11,-1,2,0,-1,77,4,-1,35,15,-1,1
3584,15,1,0,16,24,30,13,12,10,16,0,0
3585,2,0,2,14,15,79,9,1,36,11,2,2
3586,12,1,0,1,3,53,6,10,10,8,-1,0
3587,11,-1,1,11,-1,24,7,13,34,15,-1,1
3588,7,0,2,16,21,59,3,8,38,17,-1,2
3589,14,0,2,20,-1,69,10,2,0,0,2,2
3590,2,-1,2,1,3,53,9,1,23,18,-1,2
3591,3,0,1,1,2,66,1,4,20,5,0,1
3592,10,-1,2,2,-1,43,0,7,12,18,-1,2
3593,4,1,0,11,7,85,2,3,4,13,0,0
3594,7,-1,2,20,10,23,14,0,8,17,-1,2
3595,4,1,0,13,-1,21,2,3,4,13,0,0
3596,0,0,1,8,20,97,4,14,17,12,-1,1
3597,1,1,0,20,11,18,0,6,3,4,0,0
3598,8,0,1,8,20,60,1,4,1,9,0,1
3599,14,0,2,0,16,84,14,0,8,0,2,2
3600,1,1,0,1,2,4,6,2,32,14,0,0
3601,4,1,0,6,22,61,8,5,11,4,0,0
3602,14,0,2,10,-1,43,14,0,8,0,2,2
3603,1,1,0,11,7,85,6,2,32,14,0,0
3604,15,1,0,20,10,88,13,12,10,16,0,0
3605,1,-1,0,3,5,95,6,2,32,14,-1,0
3606,6,0,1,0,-1,77,0,7,13,7,2,1
3607,4,1,0,16,-1,65,8,2,6,4,0,0
3608,7,0,2,5,13,14,9,1,18,17,-1,2
3609,2,0,2,6,23,17,9,1,16,11,2,2
3610,16,-1,0,12,-1,11,13,6,3,19,-1,0
3611,6,0,1,9,4,76,7,13,34,7,-1,1
3612,14,0,2,16,21,54,14,0,8,0,-1,2
3613,14,0,2,14,14,5,6,2,32,0,2,2
3614,2,0,2,4,11,29,9,1,16,11,-1,2
3615,1,-1,0,3,5,95,2,3,4,14,-1,0
3616,4,1,0,16,21,59,8,5,11,4,0,0
3617,0,0,1,14,-1,0,4,-1,17,12,-1,1
3618,12,1,0,2,-1,82,13,12,10,8,-1,0
3619,15,1,0,1,3,3,13,12,10,16,0,0
3620,14,0,2,0,16,45,3,8,38,0,2,2
3621,12,1,0,0,-1,56,13,12,10,8,-1,0
3622,5,-1,0,2,25,27,12,8,22,1,-1,0
3623,4,1,0,5,13,14,2,3,4,13,0,0
3624,4,1,0,0,16,45,2,3,4,13,0,0
3625,14,0,2,15,1,50,3,8,38,11,-1,2
3626,8,0,1,13,21,69,11,11,2,9,-1,1
3627,15,-1,0,13,-1,65,13,12,10,16,-1,0
3628,2,0,2,6,23,17,9,1,16,11,2,2
3629,14,0,2,8,20,97,14,0,8,0,2,2
3630,4,1,0,14,15,79,2,3,4,13,0,0
3631,13,0,1,9,4,76,11,11,21,2,0,1
3632,1,1,0,15,0,3,13,12,10,14,-1,0
3633,12,1,0,3,5,95,6,10,14,8,0,0
3634,0,0,1,15,0,39,4,14,17,12,-1,1
3635,3,0,1,14,15,79,1,4,20,5,0,1
3636,15,1,0,1,2,4,13,12,10,16,0,0
3637,4,1,0,10,18,43,8,2,6,4,-1,0
3638,6,0,1,7,-1,94,0,7,13,7,-1,1
3639,14,0,2,14,-1,12,3,0,29,0,2,2
3640,12,1,0,6,23,16,6,10,14,8,-1,0
3641,12,1,0,13,21,69,6,10,14,8,0,0
3642,15,1,0,16,21,59,13,12,10,16,0,0
3643,3,0,1,3,5,95,1,4,20,12,0,1
3644,9,1,0,5,13,7,12,8,26,10,-1,0
3645,9,-1,0,11,7,85,13,12,10,16,-1,0
3646,0,-1,1,6,22,16,6,2,32,12,-1,1
3647,15,1,0,3,5,95,6,10,14,16,-1,0
3648,12,1,0,1,2,4,6,10,14,8,0,0
3649,1,1,0,11,7,85,2,3,4,14,-1,0
3650,14,0,2,12,25,15,3,8,31,0,2,2
3651,0,-1,2,0,18,34,0,7,13,12,-1,1
3652,5,1,0,1,2,4,8,5,11,6,-1,0
3653,8,0,1,11,7,85,1,4,20,9,-1,1
3654,1,1,0,7,-1,94,12,9,22,14,-1,0
3655,15,-1,0,3,5,95,13,12,10,16,-1,0
3656,12,1,0,1,2,66,6,10,14,8,0,0
3657,16,1,0,1,2,4,13,12,10,19,-1,0
3658,12,1,0,0,16,45,6,10,14,8,0,0
3659,4,1,0,17,-1,69,2,3,4,4,0,0
3660,14,0,2,8,20,97,14,0,8,0,2,2
3661,14,0,1,2,-1,64,6,2,32,0,-1,2
3662,2,0,2,14,15,79,9,1,36,11,2,2
3663,0,0,1,15,1,50,4,13,24,12,-1,1
3664,16,-1,0,12,-1,29,12,9,22,1,-1,0
3665,13,0,1,5,13,14,11,11,2,2,0,1
3666,3,0,1,0,16,45,11,11,2,5,0,1
3667,1,1,0,0,16,45,12,8,26,14,0,0
3668,6,0,1,15,1,50,7,13,15,7,-1,1
3669,15,1,0,11,9,2,13,12,10,16,0,0
3670,9,1,0,20,-1,12,12,9,22,10,0,0
3671,11,-1,1,13,12,21,4,13,24,15,-1,1
3672,8,0,1,3,5,95,4,14,35,12,-1,1
3673,15,1,0,0,16,45,13,12,10,16,-1,0
3674,4,1,0,17,-1,48,8,5,11,4,-1,0
3675,6,0,1,8,20,97,7,13,33,7,1,1
3676,10,-1,2,18,-1,25,5,1,30,18,-1,2
3677,12,1,0,3,5,95,13,12,10,8,0,0
3678,6,0,1,16,21,59,7,13,34,7,-1,1
3679,16,1,0,1,3,53,13,12,10,19,-1,0
3680,6,0,1,6,23,17,7,-1,37,7,-1,1
3681,14,0,2,19,-1,68,3,8,31,0,2,2
3682,1,1,0,10,-1,26,6,2,32,14,0,0
3683,12,1,0,5,13,7,6,10,14,8,0,0
3684,4,1,0,19,-1,86,8,5,11,4,0,0
3685,6,0,1,14,-1,42,0,7,13,7,2,1
3686,8,0,1,0,16,45,10,4,1,9,0,1
3687,8,0,1,13,12,21,1,4,27,9,0,1
3688,3,0,1,18,-1,72,10,4,1,5,-1,1
3689,13,0,1,7,-1,28,11,11,2,2,-1,1
3690,4,1,0,0,16,45,8,2,6,4,0,0
3691,8,0,1,20,-1,99,11,11,2,9,-1,1
3692,14,0,2,4,11,31,14,0,9,0,-1,2
3693,8,-1,1,3,5,95,10,4,1,9,-1,1
3694,14,0,2,14,15,79,8,2,6,0,2,2
3695,12,1,0,19,-1,42,13,12,10,8,-1,0
3696,13,0,1,8,19,89,11,11,21,2,0,1
3697,15,1,0,8,19,35,13,6,3,16,0,0
3698,7,0,2,10,18,43,9,1,18,17,-1,2
3699,11,-1,1,5,-1,9,7,13,24,15,-1,1
3700,1,1,0,2,25,27,12,8,26,14,0,0
3701,15,1,0,11,-1,73,13,12,10,16,-1,0
3702,13,0,1,3,5,95,11,11,2,2,0,1
3703,0,-1,1,20,-1,12,7,13,15,12,-1,1
3704,4,1,0,12,22,98,8,5,11,4,0,0
3705,12,1,0,16,21,59,13,12,10,8,0,0
3706,12,1,0,15,1,50,6,10,14,8,0,0
3707,1,1,0,1,3,3,8,2,6,14,-1,0
3708,14,0,2,6,-1,16,5,7,12,11,-1,1
3709,13,0,1,14,15,79,11,11,21,2,0,1
3710,1,1,0,19,-1,68,8,5,11,4,-1,0
3711,10,-1,2,6,22,98,5,1,5,3,-1,2
3712,3,0,1,15,1,50,1,4,20,5,0,1
3713,3,0,1,15,-1,80,1,4,20,5,0,1
3714,5,1,0,0,16,0,13,12,10,19,-1,0
3715,1,1,0,17,-1,92,8,2,6,14,0,0
3716,1,1,0,3,8,57,6,2,32,14,0,0
3717,16,1,0,16,21,59,13,12,10,19,-1,0
3718,15,1,0,15,1,50,13,12,10,16,0,0
3719,11,0,1,17,26,58,4,-1,35,15,-1,1
3720,12,1,0,5,13,7,13,12,10,8,0,0
3721,6,0,1,13,12,21,7,13,33,7,-1,1
3722,3,0,1,9,4,76,1,4,27,5,0,1
3723,2,0,2,6,23,17,9,1,16,18,2,2
3724,4,1,0,9,6,37,2,3,4,13,0,0
3725,12,1,0,16,-1,54,13,12,10,8,0,0
3726,16,1,0,15,1,50,13,12,10,19,-1,0
3727,14,0,2,19,-1,32,3,8,38,0,-1,2
3728,13,0,1,8,20,97,11,11,2,2,0,1
3729,1,1,0,18,-1,82,8,5,11,14,-1,0
3730,6,0,1,6,22,61,0,7,13,11,2,1
3731,6,0,1,5,13,7,0,7,13,7,-1,1
3732,1,1,0,6,22,20,8,2,6,4,0,0
3733,2,0,2,19,16,6,9,1,36,11,2,2
3734,0,0,1,20,-1,19,10,4,20,12,-1,1
3735,1,1,0,4,11,31,12,8,19,14,-1,0
3736,3,0,1,1,2,4,10,4,1,5,0,1
3737,4,1,0,11,9,2,2,3,4,13,0,0
3738,12,1,0,13,12,21,13,12,10,8,0,0
3739,13,0,1,7,-1,51,11,11,21,2,0,1
3740,5,1,0,8,-1,35,13,12,10,19,-1,0
3741,2,0,1,2,25,15,0,7,13,18,-1,1
3742,3,0,1,8,20,97,1,4,27,5,0,1
3743,2,-1,2,2,25,27,9,1,16,18,-1,2
3744,4,1,0,1,3,53,2,3,4,13,0,0
3745,15,1,0,0,18,34,13,12,10,16,0,0
3746,8,0,1,1,3,53,1,4,20,9,-1,1
3747,1,1,0,5,26,9,8,5,11,4,0,0
3748,1,-1,0,10,-1,70,8,5,11,4,-1,0
3749,3,0,1,5,13,14,1,4,20,5,0,1
3750,2,0,2,13,21,69,9,1,18,11,2,2
3751,1,1,0,5,13,14,12,8,26,14,0,0
3752,14,0,2,10,-1,26,3,8,38,0,-1,2
3753,0,-1,2,6,22,20,0,7,13,17,-1,1
3754,2,0,1,6,22,20,0,7,13,11,-1,1
3755,8,0,1,1,3,53,1,4,7,9,0,1
3756,6,0,1,10,18,84,0,7,13,7,2,1
3757,1,1,0,0,16,45,6,2,32,14,0,0
3758,14,0,2,18,17,81,14,0,9,0,-1,2
3759,14,0,2,14,15,79,3,8,19,0,2,2
3760,15,1,0,3,-1,56,13,12,10,16,0,0
3761,8,-1,1,5,25,9,11,11,2,9,-1,1
3762,9,1,0,2,24,38,12,9,22,10,0,0
3763,8,0,1,17,-1,65,4,14,35,9,-1,1
3764,5,1,0,9,4,90,6,10,14,6,-1,0
3765,12,1,0,2,-1,64,13,10,10,8,-1,0
3766,3,0,1,1,2,4,1,4,20,5,0,1
3767,16,1,0,6,22,49,6,10,14,19,-1,0
3768,7,0,2,6,23,91,0,7,13,17,-1,2
3769,11,0,1,1,2,4,4,13,24,15,-1,1
3770,16,-1,0,6,23,17,13,-1,3,1,-1,0
3771,7,-1,2,4,11,13,14,0,9,17,-1,2
3772,4,1,0,3,5,95,2,3,4,13,0,0
3773,11,0,1,15,1,50,7,13,24,15,-1,1
3774,7,0,2,2,25,27,3,8,38,17,-1,2
3775,15,1,0,9,6,76,13,12,10,16,0,0
3776,0,0,1,15,-1,80,7,13,33,12,-1,1
3777,3,0,1,13,12,21,4,-1,37,5,-1,1
3778,12,1,0,19,-1,74,6,10,14,8,-1,0
3779,0,-1,2,0,16,45,0,6,3,12,-1,1
3780,11,-1,1,16,21,59,7,13,24,15,-1,1
3781,9,-1,0,10,18,84,13,12,10,10,-1,0
3782,3,0,1,11,7,85,4,14,17,5,1,1
3783,0,-1,1,8,-1,35,0,6,3,12,-1,1
3784,10,-1,2,12,23,11,5,1,30,18,-1,2
3785,2,-1,2,0,-1,77,9,1,16,18,-1,2
3786,11,-1,1,0,-1,34,4,13,24,15,-1,1
3787,0,0,1,17,26,58,4,14,35,12,1,1
3788,14,0,2,14,15,79,5,1,28,11,2,2
3789,16,1,0,2,25,15,12,9,22,1,-1,0
3790,4,1,0,3,5,95,8,2,6,13,0,0
3791,9,1,0,5,13,14,12,9,22,1,-1,0
3792,1,1,0,3,8,57,12,8,26,14,-1,0
3793,13,0,1,1,3,53,11,11,2,2,0,1
3794,2,0,2,5,13,14,9,1,16,11,2,2
3795,1,1,0,8,20,97,6,2,32,14,0,0
3796,13,0,1,0,16,84,1,4,20,2,0,1
3797,4,1,0,0,16,45,2,3,4,13,0,0
3798,4,1,0,8,20,28,2,3,4,13,-1,0
3799,4,1,0,13,-1,65,2,3,4,13,0,0
3800,12,1,0,15,1,50,6,10,14,8,0,0
3801,5,1,0,2,-1,64,2,3,4,6,-1,0
3802,4,1,0,10,19,26,8,2,6,4,0,0
3803,13,0,1,11,9,2,11,11,21,2,0,1
3804,6,0,1,18,17,81,7,13,34,7,-1,1
3805,8,-1,1,15,1,50,11,11,2,9,-1,1
3806,8,0,1,13,12,21,10,4,1,9,-1,1
3807,13,0,1,0,16,45,11,11,2,2,0,1
3808,4,1,0,9,6,37,8,2,6,13,-1,0
3809,10,-1,2,17,-1,11,3,8,19,3,-1,2
3810,16,1,0,1,3,53,13,12,10,19,-1,0
3811,3,0,2,20,10,88,10,2,0,5,-1,2
3812,6,0,1,20,-1,0,7,13,33,7,-1,1
3813,10,-1,2,13,12,21,9,1,16,3,-1,2
3814,9,1,0,10,18,84,12,9,22,10,-1,0
3815,14,0,2,7,-1,28,14,0,8,0,-1,2
3816,2,0,2,5,13,14,9,1,18,11,-1,2
3817,14,0,2,14,15,79,5,7,12,0,2,1
3818,4,1,0,11,7,85,2,3,4,13,0,0
3819,2,0,2,2,-1,64,9,1,36,11,-1,2
3820,3,0,1,3,5,95,1,4,20,5,0,1
3821,13,0,1,8,20,97,11,11,21,2,0,1
3822,5,1,0,16,-1,54,6,10,14,6,-1,0
3823,13,0,1,1,2,4,11,11,2,2,0,1
3824,14,0,2,19,-1,42,10,2,0,0,2,2
3825,14,0,2,2,-1,82,6,2,32,0,-1,1
3826,3,0,1,9,4,90,8,2,0,5,-1,2
3827,2,0,2,17,-1,48,9,1,36,11,2,2
3828,3,0,1,12,-1,70,1,4,27,5,-1,1
3829,7,-1,2,19,-1,68,5,1,28,17,-1,2
3830,13,0,1,20,-1,19,11,11,21,2,-1,1
3831,8,-1,2,12,22,98,10,4,1,3,-1,2
3832,7,0,2,14,15,79,14,0,9,17,-1,2
3833,8,0,1,16,21,59,4,14,17,9,-1,1
3834,16,-1,0,17,13,7,12,9,22,1,-1,0
3835,9,1,0,10,18,43,13,6,3,10,-1,0
3836,4,1,0,3,8,57,2,3,4,13,0,0
3837,0,-1,2,18,-1,71,0,7,13,18,-1,2
3838,6,0,1,6,22,61,11,11,2,7,-1,1
3839,2,0,1,18,17,81,0,7,13,18,-1,1
3840,1,1,0,19,-1,68,12,8,26,14,0,0
3841,14,0,2,6,22,61,5,1,30,11,2,2
3842,14,0,1,16,-1,83,0,7,13,0,1,2
3843,15,1,0,3,5,95,13,12,10,16,0,0
3844,12,1,0,3,5,95,6,10,14,8,0,0
3845,8,-1,1,0,-1,56,4,14,17,9,-1,1
3846,12,1,0,11,9,2,6,10,14,8,0,0
3847,4,1,0,8,-1,35,2,3,4,13,-1,0
3848,3,0,1,1,2,4,1,4,1,5,0,1
3849,12,-1,0,2,25,15,13,12,10,1,-1,0
3850,2,0,2,2,25,15,9,1,18,11,2,2
3851,14,0,2,0,-1,77,10,2,0,0,2,2
3852,6,-1,1,3,5,95,0,7,13,7,-1,1
3853,1,1,0,12,23,93,8,5,11,4,0,0
3854,2,0,2,2,25,27,9,1,18,11,2,2
3855,2,0,2,4,11,13,9,1,36,11,-1,2
3856,3,0,1,0,-1,56,10,4,1,5,0,1
3857,2,0,2,10,19,26,9,1,18,11,-1,2
3858,15,-1,0,9,6,76,13,10,10,16,-1,0
3859,7,-1,2,6,22,61,9,1,16,17,-1,2
3860,10,-1,2,12,23,58,14,0,8,3,-1,2
3861,14,0,2,9,-1,37,10,2,0,0,-1,1
3862,15,1,0,5,13,7,13,12,10,16,0,0
3863,12,1,0,3,5,95,13,10,10,8,0,0
3864,12,1,0,8,20,97,6,10,14,8,0,0
3865,14,0,2,8,20,60,10,2,0,0,-1,2
3866,7,-1,2,2,24,38,3,8,19,17,-1,2
3867,4,1,0,16,21,59,2,3,4,13,0,0
3868,6,0,1,15,1,50,7,13,15,7,-1,1
3869,12,1,0,11,9,2,2,3,4,8,0,0
3870,3,0,1,1,3,53,1,4,20,5,0,1
3871,4,1,0,17,26,58,2,3,4,13,0,0
